Address,City,State,Zip,AUTO_UNIQUE_ID_2019-08-19_glenpark_address_set_1,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType
2500 CHURCH ST,Oakland,CA,,574,USCGeocoder,1,93.7388,,4.1,,37.7680775372984,-122.179360187267,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,9072.81440773676,Meters,03,StreetSegmentInterpolation
3400 PAXTON AV,Oakland,CA,,575,USCGeocoder,1,78.153,,4.1,,37.7867283717013,-122.21628519704,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4176.51967677753,Meters,03,StreetSegmentInterpolation
300 CHESTNUT ST,Oakland,CA,,576,USCGeocoder,1,78.1584,,4.1,,37.8008456880576,-122.288080721458,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3586.7276841416,Meters,03,StreetSegmentInterpolation
103RD AV & INTERNATIONAL BLVD,Oakland,CA,,577,USCGeocoder,1,15.6576,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
28TH AV & INTERNATIONAL BLVD,Oakland,CA,,578,USCGeocoder,1,31.2518,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1100 INTERNATIONAL BLVD,Oakland,CA,,579,USCGeocoder,1,187.5061,,4.1,,37.7913999,-122.2485039,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
3700 39TH AV,Oakland,CA,,580,USCGeocoder,1,218.743,,4.1,,37.7903421,-122.1952347,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2800 TELEGRAPH AV,Oakland,CA,,581,USCGeocoder,1,171.9316,,4.1,,37.8170953,-122.267325,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
27TH ST & BROADWAY,Oakland,CA,,582,USCGeocoder,1,31.2503,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
14TH AV & INTERNATIONAL BLVD,Oakland,CA,,583,USCGeocoder,1,31.2547,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
5300 FOOTHILL BLVD,Oakland,CA,,584,USCGeocoder,1,187.7057,,4.1,,37.7728053,-122.2005903,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2400 34TH AV,Oakland,CA,,585,USCGeocoder,1,219.265,,4.1,,37.7859814,-122.2178081,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
45TH AV & INTERNATIONAL BLVD,Oakland,CA,,586,USCGeocoder,1,31.1265,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1000 53RD ST,Oakland,CA,,587,USCGeocoder,1,203.1231,,4.1,,37.8377895,-122.2776558,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2700 79TH AV,Oakland,CA,,588,USCGeocoder,1,234.3754,,4.1,,37.7640236,-122.1694234,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
1000 76TH AV,Oakland,CA,,589,USCGeocoder,1,140.6318,,4.1,,37.754111472603,-122.190914861903,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4369.45815250464,Meters,03,StreetSegmentInterpolation
8200 INTERNATIONAL BLVD,Oakland,CA,,590,USCGeocoder,1,202.8685,,4.1,,37.7555576,-122.1786071,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
1500 39TH AV,Oakland,CA,,591,USCGeocoder,1,234.4024,,4.1,,37.7750876,-122.2179563,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
100 BAY PL,Oakland,CA,,592,USCGeocoder,1,218.7472,,4.1,,37.811864,-122.2603225,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
3000 RICHMOND BLVD,Oakland,CA,,593,USCGeocoder,1,62.5012,,4.1,,37.8185969776772,-122.260209963921,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2181.55224375241,Meters,03,StreetSegmentInterpolation
2100 51ST AV,Oakland,CA,,594,USCGeocoder,1,187.4952,,4.1,,37.7737403,-122.2039936,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
200 10TH ST,Oakland,CA,,595,USCGeocoder,1,265.7553,,4.1,,37.7995315402434,-122.267495493457,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1572.54982777638,Meters,03,StreetSegmentInterpolation
200 13TH ST,Oakland,CA,,596,USCGeocoder,1,234.4024,,4.1,,37.8018672402476,-122.26685916968,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2641.7635817735,Meters,03,StreetSegmentInterpolation
61ST ST & ADELINE ST,Oakland,CA,,597,USCGeocoder,1,31.256,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
100 FRISBIE ST,Oakland,CA,,598,USCGeocoder,1,46.9262,,4.1,,37.8193873123065,-122.259607883393,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,6400.96041907417,Meters,03,StreetSegmentInterpolation
4300 TELEGRAPH AV,Oakland,CA,,599,USCGeocoder,1,187.5088,,4.1,,37.8317374,-122.2633817,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
34TH ST & PERALTA ST,Oakland,CA,,600,USCGeocoder,1,31.2398,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
3200 MACARTHUR BLVD,Oakland,CA,,601,USCGeocoder,1,187.5018,,4.1,,37.7961125,-122.2029365,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
44TH AV & INTERNATIONAL BLVD,Oakland,CA,,602,USCGeocoder,1,31.2698,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
5000 MACARTHUR BLVD,Oakland,CA,,603,USCGeocoder,1,31.3199,,4.1,,37.7764169361006,-122.186472471541,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1869.02145241527,Meters,03,StreetSegmentInterpolation
41ST ST & PIEDMONT AV,Oakland,CA,,604,USCGeocoder,1,31.2503,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
8000 GREENRIDGE DR,Oakland,CA,,605,USCGeocoder,1,78.0845,,4.1,,37.7723799368666,-122.15414162829,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,15895.8706853758,Meters,03,StreetSegmentInterpolation
4300 INTERNATIONAL BLVD,Oakland,CA,,606,USCGeocoder,1,31.234,,4.1,,37.7724514193559,-122.214742889352,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2006.84603419341,Meters,03,StreetSegmentInterpolation
1100 75TH AV,Oakland,CA,,607,USCGeocoder,1,109.3804,,4.1,,37.755767061087,-122.18967218787,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4360.22937731864,Meters,03,StreetSegmentInterpolation
GRAND AV & MACARTHUR BLVD,Oakland,CA,,608,USCGeocoder,1,31.2712,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
900 60TH ST,Oakland,CA,,609,USCGeocoder,1,140.625,,4.1,,37.8446879752796,-122.275461928643,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2467.94716155669,Meters,03,StreetSegmentInterpolation
4800 DAISY ST,Oakland,CA,,610,USCGeocoder,1,218.7482,,4.1,,37.7850405,-122.1847588,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
5700 FOOTHILL BLVD,Oakland,CA,,611,USCGeocoder,1,171.8704,,4.1,,37.7723611,-122.1934693,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2500 MARTIN LUTHER KING JR WY,Oakland,CA,,612,USCGeocoder,1,46.8756,,4.1,,37.8149456678632,-122.272043864506,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,92.6775147928994,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1915.64292623382,Meters,03,StreetSegmentInterpolation
9900 MACARTHUR BLVD,Oakland,CA,,613,USCGeocoder,1,47.0511,,4.1,,37.747046323042,-122.156917373646,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1151.89583215513,Meters,03,StreetSegmentInterpolation
2600 26TH AV,Oakland,CA,,614,USCGeocoder,1,249.9741,,4.1,,37.7904928,-122.2232251,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
1300 CLAY ST,Oakland,CA,,615,USCGeocoder,1,218.7844,,4.1,,37.8047167,-122.2735437,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
900 40TH ST,Oakland,CA,,616,USCGeocoder,1,109.4057,,4.1,,37.8308121400094,-122.273983329506,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3631.04575242847,Meters,03,StreetSegmentInterpolation
1700 11TH ST,Oakland,CA,,617,USCGeocoder,1,265.638,,4.1,,37.8111800600602,-122.299500662633,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3037.00234027533,Meters,03,StreetSegmentInterpolation
2300 FOOTHILL BLVD,Oakland,CA,,618,USCGeocoder,1,171.8701,,4.1,,37.7852671,-122.2337247,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2400 90TH AV,Oakland,CA,,619,USCGeocoder,1,171.9657,,4.1,,37.7546176,-122.1628541,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
66TH AV & INTERNATIONAL BLVD,Oakland,CA,,620,USCGeocoder,1,31.2443,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
500 BELLEVUE AV,Oakland,CA,,621,USCGeocoder,1,62.5009,,4.1,,37.8076419901338,-122.254003988838,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2518.61155605922,Meters,03,StreetSegmentInterpolation
5400 INTERNATIONAL BLVD,Oakland,CA,,622,USCGeocoder,1,31.2561,,4.1,,37.7678686729251,-122.205007203064,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1364.79575977148,Meters,03,StreetSegmentInterpolation
200 VICTORY CT,Oakland,CA,,623,USCGeocoder,1,218.7655,,4.1,,37.7920072,-122.2649426,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
10TH ST & MANDELA PKWY,Oakland,CA,,624,USCGeocoder,1,31.2463,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1400 73RD AV,Oakland,CA,,625,USCGeocoder,1,78.1386,,4.1,,37.7591940720783,-122.18699895595,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,7444.84048308851,Meters,03,StreetSegmentInterpolation
42ND ST & TELEGRAPH AV,Oakland,CA,,626,USCGeocoder,1,46.8704,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
DISTRICT 2,Oakland,CA,,627,USCGeocoder,1,31.2283,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1400 88TH AV,Oakland,CA,,628,USCGeocoder,1,93.7502,,4.1,,37.7509929932676,-122.175300228214,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3507.22153754905,Meters,03,StreetSegmentInterpolation
3700 GRAND AV,Oakland,CA,,629,USCGeocoder,1,218.7645,,4.1,,37.8163985,-122.2451238,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
15TH ST & JEFFERSON ST,Oakland,CA,,630,USCGeocoder,1,15.6406,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
7800 NEY AV,Oakland,CA,,631,USCGeocoder,1,171.8421,,4.1,,37.7674364,-122.1668194,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
600 SYCAMORE ST,Oakland,CA,,632,USCGeocoder,1,78.1232,,4.1,,37.8156292381489,-122.271158649335,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1726.52603825461,Meters,03,StreetSegmentInterpolation
9700 EDES AV,Oakland,CA,,633,USCGeocoder,1,31.229,,4.1,,37.7368471543046,-122.184539919642,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2593.80603669584,Meters,03,StreetSegmentInterpolation
98TH AV & C ST,Oakland,CA,,634,USCGeocoder,1,31.2546,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
46TH AV & INTERNATIONAL BLVD,Oakland,CA,,635,USCGeocoder,1,31.2464,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1600 12TH ST,Oakland,CA,,636,USCGeocoder,1,328.1189,,4.1,,37.8102509,-122.2952365,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
55TH ST & MARTIN LUTHER KING JR WY,Oakland,CA,,637,USCGeocoder,1,31.2486,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
300 VERNON ST,Oakland,CA,,638,USCGeocoder,1,281.245,,4.1,,37.8145345,-122.2568691,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
1300 80TH AV,Oakland,CA,,639,USCGeocoder,1,109.3764,,4.1,,37.7552895918774,-122.183710294446,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4835.67799749086,Meters,03,StreetSegmentInterpolation
1700 INTERNATIONAL BLVD,Oakland,CA,,640,USCGeocoder,1,187.4906,,4.1,,37.7878292,-122.2426899,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
34TH ST & TELEGRAPH AV,Oakland,CA,,641,USCGeocoder,1,15.6105,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1000 71ST AV,Oakland,CA,,642,USCGeocoder,1,109.3651,,4.1,,37.7567128276383,-122.19357744754,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4362.86506251991,Meters,03,StreetSegmentInterpolation
5900 HAYES ST,Oakland,CA,,643,USCGeocoder,1,203.1376,,4.1,,37.7686571,-122.1940003,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
10500 INTERNATIONAL BLVD,Oakland,CA,,644,USCGeocoder,1,156.2582,,4.1,,37.7392778,-122.1661587,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
500 GRAND AV,Oakland,CA,,645,USCGeocoder,1,203.1268,,4.1,,37.8088826,-122.2513458,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
400 W GRAND AV,Oakland,CA,,646,USCGeocoder,1,78.1237,,4.1,,37.8116437208837,-122.26676694427,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2294.3658711561,Meters,03,StreetSegmentInterpolation
5000 CONGRESS AV,Oakland,CA,,647,USCGeocoder,1,62.4932,,4.1,,37.7766984574652,-122.202394970777,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,12919.5917918282,Meters,03,StreetSegmentInterpolation
1500 35TH AV,Oakland,CA,,648,USCGeocoder,1,234.4998,,4.1,,37.777377,-122.2217164,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2500 E 12TH ST,Oakland,CA,,649,USCGeocoder,1,359.3805,,4.1,,37.7813515,-122.2340657,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
